Distributor,Customer Name,City,Country,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year
Gerlach LLC ,Koss Ltd Pharmaceutical Ltd,Löhne,Germany,Pharmacy,Retail,Adalatamine,Antiseptics,100.0,794,79400.0,August,2020
Gerlach LLC ,Emard-O'Connell Pharmaceutical Ltd,Kevelaer,Germany,Pharmacy,Retail,Alisteride Pemidizem,Antiseptics,20.0,35,700.0,August,2020
Gerlach LLC ,"Schinner, Gaylord and Treutel Pharmacy",Hamm,Germany,Pharmacy,Retail,Quixitriptan Alanesin,Antiseptics,5.0,79,395.0,August,2020
Gerlach LLC ,Purdy Ltd Pharm,Korbach,Germany,Pharmacy,Retail,Flutacerol,Analgesics,10.0,745,7450.0,August,2020
Gerlach LLC ,Turner Ltd Pharmacy,Dortmund,Germany,Pharmacy,Retail,Xenaderal,Mood Stabilizers,10.0,311,3110.0,August,2020
Gerlach LLC ,"Nolan, DuBuque and Schultz Pharmacy",Wernigerode,Germany,Pharmacy,Retail,Cephovelam,Mood Stabilizers,50.0,542,27100.0,August,2020
Gerlach LLC ,Koch-Osinski Pharmacy,Hamminkeln,Germany,Pharmacy,Retail,Dexacilin Triline,Analgesics,2.0,129,258.0,August,2020
Gerlach LLC ,Emard-O'Connell Pharmaceutical Ltd,Kevelaer,Germany,Pharmacy,Retail,Tetratanyl,Antimalarial,20.0,511,10220.0,August,2020
Gerlach LLC ,Huels-Klein Pharmaceutical Ltd,Helmstedt,Germany,Pharmacy,Retail,Secrelazine Insonamic,Antipiretics,3.0,694,2082.0,August,2020
Gerlach LLC ,Paucek PLC ,Espelkamp,Germany,Pharmacy,Retail,Antaparin Varizyme,Mood Stabilizers,10.0,513,5130.0,August,2020
Gerlach LLC ,Purdy Ltd Pharm,Korbach,Germany,Pharmacy,Retail,Cyclovital,Antimalarial,10.0,677,6770.0,August,2020
Gerlach LLC ,Barrows Inc Pharmaceutical Limited,Speyer,Germany,Pharmacy,Retail,Lovavatol Azelavarix,Mood Stabilizers,5.0,106,530.0,August,2020
Gerlach LLC ,Hartmann-Wolf Pharmacy,Wunstorf,Germany,Pharmacy,Retail,Adrecetam Barazoxane,Antimalarial,18.0,24,432.0,August,2020
Gerlach LLC ,Purdy Ltd ,Erkelenz,Germany,Pharmacy,Retail,Lovephilus,Analgesics,2.0,582,1164.0,August,2020
Gerlach LLC ,Pfannerstill Group Pharmaceutical Limited,Kaarst,Germany,Pharmacy,Retail,Interfeferon Aspipex,Antiseptics,5.0,416,2080.0,August,2020
Gerlach LLC ,"Nolan, DuBuque and Schultz Pharmacy",Wernigerode,Germany,Pharmacy,Retail,Acubulin,Antipiretics,10.0,490,4900.0,August,2020
Gerlach LLC ,Abernathy Group Pharmacy,Melle,Germany,Pharmacy,Retail,Amavirase,Antipiretics,20.0,487,9740.0,August,2020
Gerlach LLC ,"Paucek, Keeling and Bruen Pharmaceutical Limited",Bad Kreuznach,Germany,Pharmacy,Retail,Betanem,Analgesics,4.0,611,2444.0,August,2020
Gerlach LLC ,"Hahn, Rutherford and Gislason Pharmacy",Wolfenbüttel,Germany,Pharmacy,Retail,Primapion,Antibiotics,5.0,492,2460.0,August,2020
Gerlach LLC ,Ritchie-Rodriguez Pharmacy,Herford,Germany,Pharmacy,Retail,Paronium Atracustone,Analgesics,3.0,414,1242.0,August,2020
Gerlach LLC ,Friesen Group ,Meiningen,Germany,Pharmacy,Retail,Travoloride,Antiseptics,15.0,785,11775.0,August,2020
Gerlach LLC ,Pfeffer-Hodkiewicz Pharm,Pulheim,Germany,Pharmacy,Retail,Dexacilin Triline,Analgesics,24.0,129,3096.0,August,2020
Gerlach LLC ,Pfannerstill Group Pharmaceutical Limited,Kaarst,Germany,Pharmacy,Retail,Alemtuvatol Megalinum,Analgesics,2.0,682,1364.0,August,2020
Gerlach LLC ,Hermiston LLC Pharmaceutical Ltd,Weingarten,Germany,Pharmacy,Retail,Apronazol,Antibiotics,5.0,472,2360.0,August,2020
Gerlach LLC ,Walsh-Brown Pharma Plc,Osnabrück,Germany,Pharmacy,Retail,Zonixamine Immulinum,Analgesics,3.0,298,894.0,August,2020
Gerlach LLC ,Beier PLC ,Heidelberg,Germany,Pharmacy,Retail,Comzyme,Antibiotics,1.0,114,114.0,August,2020
Gerlach LLC ,Emard-O'Connell Pharm,Rosenheim,Germany,Pharmacy,Retail,Comzyme,Antibiotics,10.0,114,1140.0,August,2020
Gerlach LLC ,Lockman Ltd Pharm,Mettmann,Germany,Pharmacy,Retail,Magnemunex,Antiseptics,15.0,689,10335.0,August,2020
Gerlach LLC ,Koss Ltd Pharma Plc,Dingolfing,Germany,Pharmacy,Retail,Stelazolid,Antimalarial,30.0,73,2190.0,August,2020
Gerlach LLC ,Lockman-Welch Pharmaceutical Limited,Zweibrücken,Germany,Pharmacy,Retail,Morphizolid Tianalin,Mood Stabilizers,100.0,742,74200.0,August,2020
Gerlach LLC ,Monahan Ltd Pharmaceutical Ltd,Lüneburg,Germany,Pharmacy,Retail,Afaxacin,Analgesics,100.0,60,6000.0,August,2020
Gerlach LLC ,"Zieme, Doyle and Kunze Pharmacy",Tuttlingen,Germany,Pharmacy,Retail,Cogxone Levanide,Antimalarial,50.0,686,34300.0,August,2020
Gerlach LLC ,"Spinka, Schowalter and Conn ",Bergheim,Germany,Pharmacy,Retail,Adriacaine,Mood Stabilizers,100.0,361,36100.0,August,2020
Gerlach LLC ,"Torphy, Pfeffer and Jakubowski Pharmaceutical Ltd",Leipzig,Germany,Pharmacy,Retail,Cephovelam,Mood Stabilizers,30.0,542,16260.0,August,2020
Gerlach LLC ,Turner Ltd Pharmacy,Dortmund,Germany,Pharmacy,Retail,Presetron,Mood Stabilizers,70.0,216,15120.0,August,2020
Gerlach LLC ,Fritsch-Hauck Pharmaceutical Ltd,Fürth,Germany,Pharmacy,Retail,Kinenadryl,Antipiretics,20.0,782,15640.0,August,2020
Gerlach LLC ,Schaefer-Rolfson Pharma Plc,Freiberg,Germany,Pharmacy,Retail,Araxetine,Antibiotics,5.0,450,2250.0,August,2020
Gerlach LLC ,Buckridge-Davis Pharmaceutical Ltd,Herne,Germany,Pharmacy,Retail,Aciprex,Antipiretics,20.0,421,8420.0,August,2020
Gerlach LLC ,Huels-Klein ,Peine,Germany,Pharmacy,Retail,Panpion,Antiseptics,1.0,692,692.0,August,2020
Gerlach LLC ,"Wunsch, Mills and Walter Pharmaceutical Limited",Münster,Germany,Pharmacy,Retail,Decidenu Galantrigine,Antipiretics,2.0,590,1180.0,August,2020
Gerlach LLC ,"Torphy, Pfeffer and Jakubowski Pharm",Limburg,Germany,Pharmacy,Retail,Adtiza Gammaluble,Antibiotics,20.0,452,9040.0,August,2020
Gerlach LLC ,Okuneva-Corkery Pharma Plc,Bornheim,Germany,Pharmacy,Retail,Ketamara Evogel,Antipiretics,20.0,704,14080.0,August,2020
Gerlach LLC ,"Parker, Green and Emmerich Pharma Plc",Baesweiler,Germany,Pharmacy,Retail,Hydroxyprosyn,Antibiotics,15.0,220,3300.0,August,2020
Gerlach LLC ,"Zieme, Doyle and Kunze Pharmacy",Tuttlingen,Germany,Pharmacy,Retail,Victomine,Antimalarial,2.0,705,1410.0,August,2020
Gerlach LLC ,Jacobs-Jones Pharma Plc,Schwedt (Oder),Germany,Pharmacy,Retail,Sevoderm,Antipiretics,5.0,663,3315.0,August,2020
Gerlach LLC ,Koss Ltd Pharma Plc,Dingolfing,Germany,Pharmacy,Retail,Symbitrim,Analgesics,20.0,536,10720.0,August,2020
Gerlach LLC ,Pfeffer-Hodkiewicz Pharm,Pulheim,Germany,Pharmacy,Retail,Aggrakine,Antiseptics,10.0,47,470.0,August,2020
Gerlach LLC ,Waelchi LLC Pharm,Sinsheim,Germany,Pharmacy,Retail,Lovavatol Azelavarix,Mood Stabilizers,25.0,106,2650.0,August,2020
Gerlach LLC ,Lockman Ltd Pharm,Mettmann,Germany,Pharmacy,Retail,Magnemunex,Antiseptics,4.0,689,2756.0,August,2020
Gerlach LLC ,"Torphy, Pfeffer and Jakubowski Pharmaceutical Ltd",Leipzig,Germany,Pharmacy,Retail,Testant,Mood Stabilizers,3.0,488,1464.0,August,2020
Gerlach LLC ,McDermott Inc Pharma Plc,Staßfurt,Germany,Pharmacy,Retail,Aldevac,Analgesics,10.0,26,260.0,August,2020
Gerlach LLC ,Collins-Schmidt Pharma Plc,Marburg,Germany,Pharmacy,Retail,Rositroban,Mood Stabilizers,2.0,481,962.0,August,2020
Gerlach LLC ,Wolff Group ,Pfungstadt,Germany,Pharmacy,Retail,Choriogestrel,Antiseptics,1.0,347,347.0,August,2020
Gerlach LLC ,"Wunsch, Mills and Walter Pharm",Kempen,Germany,Pharmacy,Retail,Aggrakine,Antiseptics,6.0,47,282.0,August,2020
Gerlach LLC ,Crist Inc Pharma Plc,Eschwege,Germany,Pharmacy,Retail,Abranatal Lysoprosate,Antiseptics,30.0,681,20430.0,August,2020
Gerlach LLC ,Monahan Ltd Pharma Plc,Güstrow,Germany,Pharmacy,Retail,Belavarix Benzabicin,Antibiotics,3.0,131,393.0,August,2020
Gerlach LLC ,Heller-Abernathy Pharma Plc,Heide,Germany,Pharmacy,Retail,Cephozumab Synmethate,Antibiotics,5.0,768,3840.0,August,2020
Gerlach LLC ,"Hirthe, Williamson and Macejkovic ",Schwandorf,Germany,Pharmacy,Retail,Ceftatana Serolamide,Antipiretics,50.0,595,29750.0,August,2020
Gerlach LLC ,Raynor LLC Pharm,Hilden,Germany,Pharmacy,Retail,Clinolan Pitoletra,Mood Stabilizers,50.0,130,6500.0,August,2020
Gerlach LLC ,Runte-Marquardt Pharmacy,Idstein,Germany,Pharmacy,Retail,Menogine,Antiseptics,20.0,742,14840.0,August,2020
Gerlach LLC ,Erdman PLC ,Holzminden,Germany,Pharmacy,Retail,Finanel,Antimalarial,20.0,206,4120.0,August,2020
Gerlach LLC ,Gleason PLC Pharma Plc,Bad Reichenhall,Germany,Pharmacy,Retail,Topifribrate,Analgesics,10.0,621,6210.0,August,2020
Gerlach LLC ,Raynor LLC Pharmaceutical Limited,Strausberg,Germany,Pharmacy,Retail,Sodinel Olofribrate,Antimalarial,10.0,50,500.0,August,2020
Gerlach LLC ,Waelchi LLC Pharm,Sinsheim,Germany,Pharmacy,Retail,Stelazolid,Antimalarial,4.0,73,292.0,August,2020
Gerlach LLC ,Streich PLC ,Bottrop,Germany,Pharmacy,Retail,Biotasol Siloderm,Antiseptics,10.0,373,3730.0,August,2020
Gerlach LLC ,Barrows-Kohler Pharma Plc,Coesfeld,Germany,Pharmacy,Retail,Malaxolol Aeroprosyn,Antiseptics,10.0,502,5020.0,August,2020
Gerlach LLC ,Jacobs-Jones Pharma Plc,Schwedt (Oder),Germany,Pharmacy,Retail,Cortirodine Alimcline,Antipiretics,20.0,128,2560.0,August,2020
Gerlach LLC ,Turner Ltd Pharmacy,Dortmund,Germany,Pharmacy,Retail,Dantocept Ferurenone,Antiseptics,15.0,307,4605.0,August,2020
Gerlach LLC ,Purdy Ltd ,Erkelenz,Germany,Pharmacy,Retail,Agalsiline,Mood Stabilizers,5.0,64,320.0,August,2020
Gerlach LLC ,Koch-Osinski Pharmacy,Hamminkeln,Germany,Pharmacy,Retail,Stelazolid,Antimalarial,10.0,73,730.0,August,2020
Gerlach LLC ,Leffler-Russel Pharmaceutical Ltd,Lingen,Germany,Pharmacy,Retail,Alarudin Azarolac,Mood Stabilizers,10.0,567,5670.0,August,2020
Gerlach LLC ,"Parker, Green and Emmerich Pharma Plc",Baesweiler,Germany,Pharmacy,Retail,Diprolimus,Antiseptics,4.0,634,2536.0,August,2020
Gerlach LLC ,Zemlak-Witting ,Cuxhaven,Germany,Pharmacy,Retail,Trazozaprine,Mood Stabilizers,1.0,708,708.0,August,2020
Gerlach LLC ,Sauer-Herzog Pharmacy,Winsen,Germany,Pharmacy,Retail,Kiovax Tercorolac,Analgesics,20.0,722,14440.0,August,2020
Gerlach LLC ,Dach Ltd Pharm,Saarlouis,Germany,Pharmacy,Retail,Paronium Atracustone,Analgesics,10.0,414,4140.0,August,2020
Gerlach LLC ,Funk and Sons Pharmacy,Friedberg,Germany,Pharmacy,Retail,Amavirase,Antipiretics,1.0,487,487.0,August,2020
Gerlach LLC ,Huels-Klein ,Peine,Germany,Pharmacy,Retail,Factofribrate,Mood Stabilizers,19.0,99,1881.0,August,2020
Gerlach LLC ,Lesch PLC Pharma Plc,Königs Wusterhausen,Germany,Pharmacy,Retail,Topifribrate,Analgesics,10.0,621,6210.0,August,2020
Gerlach LLC ,"Erdman, Senger and Oberbrunner Pharmacy",Straubing,Germany,Pharmacy,Retail,Amavirase,Antipiretics,50.0,487,24350.0,August,2020
Gerlach LLC ,Cassin PLC Pharma Plc,Mühldorf,Germany,Pharmacy,Retail,Allomenda,Antipiretics,34.0,487,16558.0,August,2020
Gerlach LLC ,"Roob, Ernser and Kub Pharmacy",Göttingen,Germany,Pharmacy,Retail,Ampysin,Analgesics,4.0,243,972.0,August,2020
Gerlach LLC ,Funk and Sons Pharmacy,Friedberg,Germany,Pharmacy,Retail,Pulmogen Alitora,Antiseptics,30.0,647,19410.0,August,2020
Gerlach LLC ,Koss Ltd Pharmaceutical Ltd,Löhne,Germany,Pharmacy,Retail,Claricriptine Adaferol,Antibiotics,20.0,33,660.0,August,2020
Gerlach LLC ,Heller-Abernathy Pharma Plc,Heide,Germany,Pharmacy,Retail,Sumanazole,Analgesics,3.0,529,1587.0,August,2020
Gerlach LLC ,Pfannerstill Group Pharmaceutical Limited,Kaarst,Germany,Pharmacy,Retail,Abobozolid,Antimalarial,10.0,75,750.0,August,2020
Gerlach LLC ,Lemke Ltd Pharma Plc,Leverkusen,Germany,Pharmacy,Retail,Megenorphine,Antimalarial,2.0,402,804.0,August,2020
Gerlach LLC ,"Hahn, Rutherford and Gislason Pharmacy",Wolfenbüttel,Germany,Pharmacy,Retail,Aquamycin Lacoran,Analgesics,10.0,345,3450.0,August,2020
Gerlach LLC ,Gottlieb-Cruickshank Pharm,Schwabach,Germany,Pharmacy,Retail,Aldevac,Analgesics,360.0,26,9360.0,August,2020
Gerlach LLC ,Kuhic LLC ,Schleswig,Germany,Pharmacy,Retail,Trazozaprine,Mood Stabilizers,30.0,708,21240.0,August,2020
Gerlach LLC ,"Buckridge, Dach and Carroll ",Friedrichshafen,Germany,Pharmacy,Retail,Presetron,Mood Stabilizers,60.0,216,12960.0,August,2020
Gerlach LLC ,Breitenberg-Kuhn Pharma Plc,Cloppenburg,Germany,Pharmacy,Retail,Diprotaine,Antiseptics,100.0,318,31800.0,August,2020
Gerlach LLC ,Sauer-Herzog Pharmacy,Winsen,Germany,Pharmacy,Retail,Choriogestrel,Antiseptics,30.0,347,10410.0,August,2020
Gerlach LLC ,Zemlak-Witting ,Cuxhaven,Germany,Pharmacy,Retail,Lovavatol Azelavarix,Mood Stabilizers,168.0,106,17808.0,August,2020
Gerlach LLC ,Abernathy Group Pharmacy,Melle,Germany,Pharmacy,Retail,Doxivorin,Antimalarial,25.0,516,12900.0,August,2020
Gerlach LLC ,Streich PLC ,Bottrop,Germany,Pharmacy,Retail,Travoloride,Antiseptics,50.0,785,39250.0,August,2020
Gerlach LLC ,Barton Ltd Pharmaceutical Limited,Celle,Germany,Pharmacy,Retail,Proderal,Antiseptics,90.0,34,3060.0,August,2020
Gerlach LLC ,Lockman Ltd Pharm,Mettmann,Germany,Pharmacy,Retail,Dexmebital Acanplan,Analgesics,30.0,170,5100.0,August,2020
Gerlach LLC ,"Nolan, DuBuque and Schultz Pharmacy",Wernigerode,Germany,Pharmacy,Retail,Lansostral Acgestin,Antiseptics,1.0,627,627.0,August,2020
Gerlach LLC ,Purdy Ltd Pharm,Korbach,Germany,Pharmacy,Retail,Temasone Thiobucil,Antimalarial,50.0,482,24100.0,August,2020
Gerlach LLC ,Gibson-Hill ,Troisdorf,Germany,Pharmacy,Retail,Fosinofen,Antipiretics,10.0,385,3850.0,August,2020
Hansen Group Pharm,"Fritsch, Hodkiewicz and Sipes Pharmacy",Haldensleben,Germany,Pharmacy,Retail,Afinitasol,Antipiretics,1.0,286,286.0,August,2020
Hansen Group Pharm,"Steuber, Skiles and Kilback Pharmaceutical Limited",Bonn,Germany,Pharmacy,Retail,Xenaminphen,Antimalarial,1.0,195,195.0,August,2020
Hansen Group Pharm,Abernathy and Sons ,Freiburg im Breisgau,Germany,Pharmacy,Retail,Hydroxyprosyn,Antibiotics,1.0,220,220.0,August,2020
Hansen Group Pharm,Koss Ltd Pharmaceutical Ltd,Löhne,Germany,Pharmacy,Retail,Cephozumab Synmethate,Antibiotics,6.0,768,4608.0,August,2020
Hansen Group Pharm,Sauer-Herzog Pharmacy,Winsen,Germany,Pharmacy,Retail,Abilovir Aprotasol,Antipiretics,2.0,269,538.0,August,2020
Hansen Group Pharm,Osinski-Botsford Pharm,Meerbusch,Germany,Pharmacy,Retail,Adriacaine,Mood Stabilizers,1.0,361,361.0,August,2020
Koss   ,Hoeger Ltd Pharm,Lennestadt,Germany,Pharmacy,Retail,Duraprazole Agalsixolol,Antiseptics,1.0,375,375.0,August,2020
Koss   ,"Zieme, Doyle and Kunze Pharmacy",Tuttlingen,Germany,Pharmacy,Retail,Clinicilin Pentozone,Antimalarial,3.0,112,336.0,August,2020
Koss   ,Koss Ltd Pharma Plc,Dingolfing,Germany,Pharmacy,Retail,Syntheruvax Proracin,Antimalarial,24.0,86,2064.0,August,2020
Koss   ,McCullough LLC Pharmaceutical Ltd,Lage,Germany,Pharmacy,Retail,Apromin,Antiseptics,30.0,375,11250.0,August,2020
Koss   ,Fritsch-Hauck Pharmaceutical Ltd,Fürth,Germany,Pharmacy,Retail,Halcifergen Nevazone,Antimalarial,5.0,710,3550.0,August,2020
Koss   ,Terry-Kub Pharma Plc,Weimar,Germany,Pharmacy,Retail,Requimadin,Antimalarial,180.0,408,73440.0,August,2020
Koss   ,Vandervort LLC Pharm,Stade,Germany,Pharmacy,Retail,Afluferon Entrarenone,Antimalarial,10.0,104,1040.0,August,2020
Koss   ,"Roob, Ernser and Kub Pharmacy",Göttingen,Germany,Pharmacy,Retail,Alarudin Azarolac,Mood Stabilizers,20.0,567,11340.0,August,2020
Koss   ,West Group Pharma Plc,Aschersleben,Germany,Pharmacy,Retail,Lovephilus,Analgesics,1.0,582,582.0,August,2020
Koss   ,Gibson-Hill ,Troisdorf,Germany,Pharmacy,Retail,Acelimus,Analgesics,10.0,746,7460.0,August,2020
Koss   ,"Roob, Ernser and Kub Pharmacy",Göttingen,Germany,Pharmacy,Retail,Adriafinil Ehtymara,Antiseptics,30.0,535,16050.0,August,2020
Koss   ,Mayert-Weber ,Homburg,Germany,Pharmacy,Retail,Testant,Mood Stabilizers,50.0,488,24400.0,August,2020
Koss   ,Cartwright-Fay Pharmaceutical Ltd,Wangen im Allgäu,Germany,Pharmacy,Retail,Alimmethate Insudase,Analgesics,40.0,624,24960.0,August,2020
Koss   ,Koss Ltd Pharmaceutical Ltd,Löhne,Germany,Pharmacy,Retail,Sodinel Olofribrate,Antimalarial,10.0,50,500.0,August,2020
Koss   ,Koss Ltd Pharmaceutical Ltd,Löhne,Germany,Pharmacy,Retail,Stelazolid,Antimalarial,4.0,73,292.0,August,2020
Koss   ,McCullough LLC Pharmaceutical Limited,Nuremberg,Germany,Pharmacy,Retail,Malavirine Alimdine,Mood Stabilizers,15.0,767,11505.0,August,2020
Koss   ,"Fritsch, Hodkiewicz and Sipes Pharmacy",Haldensleben,Germany,Pharmacy,Retail,Kinerinex,Antiseptics,50.0,647,32350.0,August,2020
Koss   ,Koss Ltd Pharmaceutical Ltd,Löhne,Germany,Pharmacy,Retail,Immurenol Temarate,Antipiretics,20.0,303,6060.0,August,2020
Koss   ,Miller-Satterfield Pharmaceutical Limited,Bad Kissingen,Germany,Pharmacy,Retail,Lovapur,Mood Stabilizers,100.0,551,55100.0,August,2020
Koss   ,Breitenberg-Kuhn Pharma Plc,Cloppenburg,Germany,Pharmacy,Retail,Clindaracil,Analgesics,3.0,173,519.0,August,2020
Koss   ,McCullough LLC Pharmaceutical Limited,Nuremberg,Germany,Pharmacy,Retail,Diprotaine,Antiseptics,6.0,318,1908.0,August,2020
Koss   ,Emard-O'Connell Pharm,Rosenheim,Germany,Pharmacy,Retail,Pitodomide,Antimalarial,50.0,24,1200.0,August,2020
Koss   ,Schaefer-Rolfson Pharma Plc,Freiberg,Germany,Pharmacy,Retail,Bexridol,Antipiretics,20.0,80,1600.0,August,2020
Koss   ,"Parker, Green and Emmerich Pharma Plc",Baesweiler,Germany,Pharmacy,Retail,Cogxone Levanide,Antimalarial,6.0,686,4116.0,August,2020
Koss   ,"Roob, Ernser and Kub Pharmacy",Göttingen,Germany,Pharmacy,Retail,Ribabyclor,Antiseptics,20.0,469,9380.0,August,2020
Koss   ,Walsh-Brown Pharma Plc,Osnabrück,Germany,Pharmacy,Retail,Brimorix Amonine,Antibiotics,40.0,398,15920.0,August,2020
Koss   ,"Beer, Kohler and Beatty Pharmacy",Obertshausen,Germany,Pharmacy,Retail,Darlofen,Antipiretics,20.0,577,11540.0,August,2020
Koss   ,Schuppe Inc ,Bensheim,Germany,Pharmacy,Retail,Kinerinex,Antiseptics,20.0,647,12940.0,August,2020
Koss   ,Rowe PLC Pharm,Verl,Germany,Pharmacy,Retail,Afluferon Entrarenone,Antimalarial,25.0,104,2600.0,August,2020
Koss   ,VonRueden-Adams Pharm,Delitzsch,Germany,Pharmacy,Retail,Dexmebital Acanplan,Analgesics,10.0,170,1700.0,August,2020
Koss   ,Koch-Osinski Pharmacy,Hamminkeln,Germany,Pharmacy,Retail,Symbiroban,Antibiotics,40.0,122,4880.0,August,2020
Koss   ,Stehr-Champlin Pharmacy,Eberswalde,Germany,Pharmacy,Retail,Cyclovital,Antimalarial,30.0,677,20310.0,August,2020
Koss   ,Hoeger Ltd ,Heidenheim,Germany,Pharmacy,Retail,Claricriptine Adaferol,Antibiotics,50.0,33,1650.0,August,2020
Koss   ,Fritsch-Hauck Pharmaceutical Ltd,Fürth,Germany,Pharmacy,Retail,Clindaracil,Analgesics,30.0,173,5190.0,August,2020
Koss   ,Barrows-Kohler Pharma Plc,Coesfeld,Germany,Pharmacy,Retail,Ranediol,Antibiotics,-56.0,401,-22456.0,August,2020
Koss   ,Kozey Ltd Pharmacy,Stralsund,Germany,Pharmacy,Retail,Dasagestin,Analgesics,-37.0,386,-14282.0,August,2020
Koss   ,Kreiger Inc ,Burgdorf,Germany,Pharmacy,Retail,Relenvice,Antimalarial,100.0,459,45900.0,August,2020
Koss   ,Haley PLC Pharmacy,Kassel,Germany,Pharmacy,Retail,Magneprex,Antimalarial,10.0,187,1870.0,August,2020
Koss   ,"Roob, Ernser and Kub Pharmacy",Göttingen,Germany,Pharmacy,Retail,Methiclotide,Antibiotics,20.0,458,9160.0,August,2020
Koss   ,"Fritsch, Hodkiewicz and Sipes Pharmacy",Haldensleben,Germany,Pharmacy,Retail,Lovepion,Antiseptics,20.0,544,10880.0,August,2020
Koss   ,"Nolan, DuBuque and Schultz Pharmacy",Wernigerode,Germany,Pharmacy,Retail,Zarostral,Antipiretics,200.0,141,28200.0,August,2020
Koss   ,Raynor LLC Pharm,Hilden,Germany,Pharmacy,Retail,Belavarix Benzabicin,Antibiotics,10.0,131,1310.0,August,2020
Koss   ,"Hills, Stroman and Ernser ",Rheda-Wiedenbrück,Germany,Pharmacy,Retail,Lovephilus,Analgesics,10.0,582,5820.0,August,2020
Koss   ,Hermiston LLC Pharmaceutical Ltd,Weingarten,Germany,Pharmacy,Retail,Pulmogen Alitora,Antiseptics,5.0,647,3235.0,August,2020
Koss   ,Hermiston LLC Pharmaceutical Ltd,Weingarten,Germany,Pharmacy,Retail,Amavirase,Antipiretics,3.0,487,1461.0,August,2020
Koss   ,"Steuber, Skiles and Kilback Pharmaceutical Limited",Bonn,Germany,Pharmacy,Retail,Thalilamide,Antibiotics,-5.0,615,-3075.0,August,2020
Koss   ,Gleason PLC Pharmaceutical Limited,Niederkassel,Germany,Pharmacy,Retail,Exotropin Empizine,Mood Stabilizers,20.0,785,15700.0,August,2020
Koss   ,"Wunsch, Mills and Walter Pharmaceutical Limited",Münster,Germany,Pharmacy,Retail,Aquamycin Lacoran,Analgesics,10.0,345,3450.0,August,2020
Koss   ,Monahan Ltd Pharmaceutical Ltd,Lüneburg,Germany,Pharmacy,Retail,Alisteride Pemidizem,Antiseptics,40.0,35,1400.0,August,2020
Koss   ,Terry-Kub Pharmaceutical Ltd,Wegberg,Germany,Pharmacy,Retail,Interfeferon Aspipex,Antiseptics,20.0,416,8320.0,August,2020
Koss   ,Koch-Osinski Pharmacy,Hamminkeln,Germany,Pharmacy,Retail,Veratorol Ciclovatol,Mood Stabilizers,50.0,154,7700.0,August,2020
Koss   ,Pfannerstill Group Pharmaceutical Limited,Kaarst,Germany,Pharmacy,Retail,Ampysin,Analgesics,30.0,243,7290.0,August,2020
Koss   ,Fritsch-Hauck Pharmaceutical Ltd,Fürth,Germany,Pharmacy,Retail,Alpharolac,Antipiretics,20.0,533,10660.0,August,2020
Koss   ,Rohan Inc Pharmaceutical Limited,Amberg,Germany,Pharmacy,Retail,Bexridol,Antipiretics,10.0,80,800.0,August,2020
Koss   ,D'Amore and Sons Pharm,Görlitz,Germany,Pharmacy,Retail,Liomulin,Mood Stabilizers,5.0,490,2450.0,August,2020
Koss   ,"Zieme, Doyle and Kunze Pharm",Stuttgart,Germany,Pharmacy,Retail,Androporin,Antiseptics,30.0,659,19770.0,August,2020
Koss   ,"Heathcote, Kovacek and Parker ",Hof,Germany,Pharmacy,Retail,Victomax,Analgesics,56.0,623,34888.0,August,2020
Koss   ,Hermiston and Sons Pharmaceutical Ltd,Geislingen an der Steige,Germany,Pharmacy,Retail,Adriafinil Ehtymara,Antiseptics,50.0,535,26750.0,August,2020
Koss   ,Hoeger Ltd ,Heidenheim,Germany,Pharmacy,Retail,Rositroban,Mood Stabilizers,108.0,481,51948.0,August,2020
Koss   ,Turner Ltd Pharmacy,Dortmund,Germany,Pharmacy,Retail,Lovapur,Mood Stabilizers,72.0,551,39672.0,August,2020
Koss   ,Raynor LLC Pharm,Hilden,Germany,Pharmacy,Retail,Pulmodiol Adalaxime,Analgesics,56.0,605,33880.0,August,2020
Koss   ,"Schinner, Gaylord and Treutel Pharmacy",Hamm,Germany,Pharmacy,Retail,Agalsiline,Mood Stabilizers,100.0,64,6400.0,August,2020
Koss   ,Pfannerstill Group Pharmaceutical Limited,Kaarst,Germany,Pharmacy,Retail,Ceretosine,Antiseptics,100.0,343,34300.0,August,2020
Koss   ,Hermiston LLC Pharmaceutical Limited,Gevelsberg,Germany,Pharmacy,Retail,Metapatch,Antipiretics,15.0,438,6570.0,August,2020
Koss   ,Emard-O'Connell Pharm,Rosenheim,Germany,Pharmacy,Retail,Androporin,Antiseptics,200.0,659,131800.0,August,2020
Koss   ,"Heathcote, Kovacek and Parker ",Hof,Germany,Pharmacy,Retail,Rebedase Aplencor,Mood Stabilizers,-12.0,180,-2160.0,August,2020
Koss   ,"Nitzsche, Effertz and Maggio Pharmaceutical Limited",Northeim,Germany,Pharmacy,Retail,Factofribrate,Mood Stabilizers,100.0,99,9900.0,August,2020
Koss   ,"Schinner, Gaylord and Treutel Pharmacy",Hamm,Germany,Pharmacy,Retail,Pitodomide,Antimalarial,100.0,24,2400.0,August,2020
Koss   ,"Torphy, Pfeffer and Jakubowski Pharm",Limburg,Germany,Pharmacy,Retail,Propralamide Dexlanzolam,Mood Stabilizers,50.0,391,19550.0,August,2020
Koss   ,Sauer-Herzog Pharmacy,Winsen,Germany,Pharmacy,Retail,Argalazine Abostryl,Antipiretics,-20.0,628,-12560.0,August,2020
